name,n_nodes,predicted_cell_type,stage1_correct,neurite_macro_f1,macro_f1,accuracy,n_apical_gt,n_basal_gt,n_axon_gt
202219_012_edited.swc,6992,pyramidal,True,0.5836,0.7224,0.3415,0,5064,1924
202219_013_edited.swc,7840,pyramidal,True,1.0,1.0,1.0,0,2484,5345
202219_014_edited.swc,5330,pyramidal,True,1.0,1.0,1.0,0,550,4772
202219_020_edited.swc,47591,pyramidal,True,0.7879,0.8586,0.9518,0,3851,43735
202219_032_edited.swc,30040,pyramidal,True,1.0,1.0,1.0,0,1992,28026
202219_041_edited.swc,33018,pyramidal,True,1.0,1.0,1.0,0,805,32211
202225_002_edited.swc,45631,pyramidal,True,1.0,1.0,1.0,2838,1757,41029
202225_003_edited.swc,59007,pyramidal,True,0.7987,0.849,0.9803,2888,1069,55035
202225_007_edited.swc,21347,pyramidal,True,1.0,1.0,1.0,0,4071,17254
202225_009_edited.swc,28519,pyramidal,True,1.0,1.0,1.0,0,1751,26758
202226_004_edited.swc,30265,pyramidal,True,1.0,1.0,1.0,2131,880,27245
202226_005_edited.swc,30905,pyramidal,True,1.0,1.0,1.0,2238,1198,27455
202226_006_edited.swc,70303,pyramidal,True,0.6811,0.7608,0.7405,3134,2385,64778
202226_007_edited.swc,30190,pyramidal,True,1.0,1.0,1.0,3778,1044,25363
202226_008_edited.swc,13266,pyramidal,True,1.0,1.0,1.0,1327,1908,10028
202226_009_edited.swc,40911,pyramidal,True,1.0,1.0,1.0,1547,6085,33268
202226_011_edited.swc,16855,pyramidal,True,1.0,1.0,1.0,1363,2354,13125
202226_017_edited.swc,24372,pyramidal,True,1.0,1.0,1.0,0,1693,22670
202226_018_edited.swc,11173,pyramidal,True,1.0,1.0,1.0,1229,1059,8873
202226_019_edited.swc,33906,pyramidal,True,1.0,1.0,1.0,0,1745,32157
202226_022_edited.swc,21190,pyramidal,True,1.0,1.0,1.0,0,1473,19710
202229_020_edited.swc,26691,pyramidal,True,1.0,1.0,1.0,0,1289,25400
202229_021_edited.swc,36172,pyramidal,True,1.0,1.0,1.0,0,1701,34454
202229_025_edited.swc,37061,pyramidal,True,1.0,1.0,1.0,0,2061,34994
202230_009_edited.swc,20282,pyramidal,True,1.0,1.0,1.0,0,882,19398
202232_003_edited.swc,52919,pyramidal,True,1.0,1.0,1.0,2385,1035,49488
202232_004_edited.swc,18766,pyramidal,True,1.0,1.0,1.0,2232,665,15868
202232_007_edited.swc,67100,pyramidal,True,1.0,1.0,1.0,0,4143,62949
202232_012_edited.swc,12871,pyramidal,True,1.0,1.0,1.0,1314,805,10740
202232_020_edited.swc,22249,pyramidal,True,1.0,1.0,1.0,1770,1042,19435
202232_022_edited.swc,118347,pyramidal,True,1.0,1.0,1.0,2364,1984,113995
202232_059_edited.swc,24061,pyramidal,True,0.7047,0.8032,0.7708,0,7427,16631
202232_069_edited.swc,14507,pyramidal,True,1.0,1.0,1.0,1639,1452,11412
202232_071_edited.swc,16712,pyramidal,True,0.9997,0.9998,0.9999,1806,955,13925
202232_073_edited.swc,92178,pyramidal,True,1.0,1.0,1.0,2706,2088,87366
202233_011_edited.swc,20650,pyramidal,True,1.0,1.0,1.0,0,2134,18512
202233_014_edited.swc,21401,pyramidal,True,1.0,1.0,1.0,1452,1018,18930
202233_022_edited.swc,53779,pyramidal,True,1.0,1.0,1.0,0,3483,50295
202234_014_edited.swc,13715,pyramidal,True,1.0,1.0,1.0,2219,703,10792
202234_016_edited.swc,28322,pyramidal,True,1.0,1.0,1.0,1427,610,26284
202234_017_edited.swc,36160,pyramidal,True,1.0,1.0,1.0,2448,2836,30874
202234_018_edited.swc,3764,pyramidal,True,1.0,1.0,1.0,1819,625,1319
202234_019_edited.swc,32901,pyramidal,True,1.0,1.0,1.0,0,2172,30728
202234_026_edited.swc,105116,pyramidal,True,1.0,1.0,1.0,2740,1199,101176
202234_027_edited.swc,28510,pyramidal,True,1.0,1.0,1.0,1907,1121,25481
202234_028_edited.swc,14395,pyramidal,True,1.0,1.0,1.0,1439,416,12539
202234_029_edited.swc,15181,pyramidal,True,1.0,1.0,1.0,1479,799,12902
202234_030_edited.swc,38656,pyramidal,True,1.0,1.0,1.0,0,2224,36430
202234_031_edited.swc,16311,pyramidal,True,1.0,1.0,1.0,0,1306,15004
202235_012_edited.swc,57117,pyramidal,True,1.0,1.0,1.0,1413,1170,54533
202237_022_edited.swc,37107,pyramidal,True,1.0,1.0,1.0,1384,851,34871
202237_143_edited.swc,46548,pyramidal,True,1.0,1.0,1.0,2026,990,43531
202237_153_edited.swc,29454,pyramidal,True,1.0,1.0,1.0,1487,748,27218
202238_016_edited.swc,19790,pyramidal,True,1.0,1.0,1.0,1510,820,17459
202239_004_edited.swc,34795,pyramidal,True,1.0,1.0,1.0,0,2376,32418
202240_007_edited.swc,17534,pyramidal,True,1.0,1.0,1.0,0,2062,15441
202241_005_edited.swc,22133,pyramidal,True,1.0,1.0,1.0,1985,850,19287
202241_012_edited.swc,12322,pyramidal,True,1.0,1.0,1.0,1512,1114,9693
202243_001_edited.swc,14512,pyramidal,True,1.0,1.0,1.0,1476,1043,11990
202246_027_edited.swc,16827,pyramidal,True,1.0,1.0,1.0,1660,933,14231
202248_022_edited.swc,13308,pyramidal,True,0.9998,0.9998,0.9999,1673,1174,10456
202249_049_edited.swc,2641,pyramidal,True,1.0,1.0,1.0,0,86,2554
202255_007_edited.swc,14447,pyramidal,True,1.0,1.0,1.0,1909,1279,11258
202266_003_edited.swc,69774,pyramidal,True,1.0,1.0,1.0,2590,1747,65417
202269_003_edited.swc,60391,pyramidal,True,1.0,1.0,1.0,1953,1089,57341
202271_146_edited.swc,15617,pyramidal,True,1.0,1.0,1.0,1973,624,13019
202274_071_edited.swc,42973,pyramidal,True,1.0,1.0,1.0,1988,1196,39788
202399_013_edited.swc,40925,pyramidal,True,1.0,1.0,1.0,2654,1219,37044
202404_035_edited.swc,16354,pyramidal,True,1.0,1.0,1.0,1808,582,13962
202409_005_edited.swc,16230,pyramidal,True,1.0,1.0,1.0,1700,721,13808
202409_008_edited.swc,19111,pyramidal,True,1.0,1.0,1.0,2026,763,16321
202411_006_edited.swc,17612,pyramidal,True,0.9984,0.999,0.9944,1912,0,15699
202240_015_edited.swc,11017,pyramidal,True,1.0,1.0,1.0,1495,1459,8059
202240_019_edited.swc,18799,pyramidal,True,1.0,1.0,1.0,2621,1380,14794
202240_020_edited.swc,13922,pyramidal,True,1.0,1.0,1.0,1655,608,11658
202240_021_edited.swc,18234,pyramidal,True,1.0,1.0,1.0,2463,1227,14538
202240_022_edited.swc,38208,pyramidal,True,1.0,1.0,1.0,0,3209,34984
202240_023_edited.swc,41289,pyramidal,True,1.0,1.0,1.0,0,1635,39644
202240_025_edited.swc,23313,pyramidal,True,1.0,1.0,1.0,0,3848,19457
202240_038_edited.swc,33672,pyramidal,True,1.0,1.0,1.0,0,1667,31987
202240_039_edited.swc,39005,pyramidal,True,1.0,1.0,1.0,0,1049,37938
202240_040_edited.swc,16066,pyramidal,True,1.0,1.0,1.0,1305,543,14211
202240_041_edited.swc,56404,pyramidal,True,1.0,1.0,1.0,0,2946,53453
202241_001_edited.swc,26483,pyramidal,True,1.0,1.0,1.0,0,2132,24343
202241_003_edited.swc,30724,pyramidal,True,0.3945,0.5459,0.7053,9054,1018,20648
202241_004_edited.swc,15094,pyramidal,True,1.0,1.0,1.0,1838,899,12344
202241_009_edited.swc,20032,pyramidal,True,1.0,1.0,1.0,2019,1326,16677
202241_011_edited.swc,26698,pyramidal,True,1.0,1.0,1.0,2333,1328,23024
202241_016_edited.swc,19712,pyramidal,True,1.0,1.0,1.0,1820,1975,15913
202241_017_edited.swc,47962,pyramidal,True,1.0,1.0,1.0,0,8158,39793
202242_001_edited.swc,29971,pyramidal,True,1.0,1.0,1.0,2475,1290,26204
202242_002_edited.swc,29425,pyramidal,True,1.0,1.0,1.0,4316,1483,23625
202242_003_edited.swc,21027,pyramidal,True,1.0,1.0,1.0,1602,1019,18405
202242_004_edited.swc,11334,pyramidal,True,1.0,1.0,1.0,1484,926,8923
202242_005_edited.swc,28803,pyramidal,True,0.7316,0.7987,0.9809,1274,622,26906
202242_006_edited.swc,25594,pyramidal,True,1.0,1.0,1.0,0,1468,24101
202242_007_edited.swc,2963,interneuron,False,0.2591,0.506,0.3499,0,1035,1925
202242_009_edited.swc,842,pyramidal,True,0.2619,0.5079,0.3555,0,298,542
202242_010_edited.swc,9044,interneuron,False,1.0,1.0,1.0,0,1169,7860
202243_002_edited.swc,16521,pyramidal,True,0.7708,0.8281,0.8891,1792,565,14159
202243_003_edited.swc,16874,pyramidal,True,1.0,1.0,1.0,1616,866,14389
202243_004_edited.swc,21088,pyramidal,True,1.0,1.0,1.0,2197,875,18011
202243_005_edited.swc,31496,pyramidal,True,1.0,1.0,1.0,0,1127,30363
202243_006_edited.swc,29224,pyramidal,True,1.0,1.0,1.0,0,1280,27927
202243_007_edited.swc,21201,pyramidal,True,1.0,1.0,1.0,0,2007,19187
202243_008_edited.swc,26979,pyramidal,True,1.0,1.0,1.0,2512,2162,22303
202243_009_edited.swc,17660,pyramidal,True,0.5884,0.6913,0.9191,2225,1435,13999
202243_010_edited.swc,20445,pyramidal,True,1.0,1.0,1.0,3126,1117,16200
202243_011_edited.swc,26842,pyramidal,True,1.0,1.0,1.0,1899,5330,19610
202243_012_edited.swc,11273,pyramidal,True,1.0,1.0,1.0,2506,614,8152
202243_013_edited.swc,37867,pyramidal,True,0.5241,0.6431,0.9528,1788,1196,34880
202243_014_edited.swc,11799,pyramidal,True,1.0,1.0,1.0,0,2980,8818
202243_015_edited.swc,6058,pyramidal,True,1.0,1.0,1.0,2424,1291,2341
202243_016_edited.swc,7203,pyramidal,True,0.8314,0.8736,0.8988,2787,1299,3116
202244_009_edited.swc,49317,pyramidal,True,1.0,1.0,1.0,2207,2367,44727
202246_001_edited.swc,32941,pyramidal,True,0.6289,0.7217,0.9334,2195,8583,22158
202246_005_edited.swc,133490,pyramidal,True,1.0,1.0,1.0,0,2167,131312
202246_024_edited.swc,61272,pyramidal,True,1.0,1.0,1.0,0,3269,57997
202246_025_edited.swc,31673,pyramidal,True,1.0,1.0,1.0,2259,1261,28147
202246_026_edited.swc,14784,pyramidal,True,1.0,1.0,1.0,1320,572,12891
202246_029_edited.swc,14891,pyramidal,True,1.0,1.0,1.0,0,6445,8433
202246_030_edited.swc,42435,pyramidal,True,1.0,1.0,1.0,1783,867,39776
202246_031_edited.swc,22284,pyramidal,True,1.0,1.0,1.0,1883,915,19482
202248_005_edited.swc,13865,pyramidal,True,1.0,1.0,1.0,1911,983,10968
202248_006_edited.swc,37156,pyramidal,True,1.0,1.0,1.0,0,4069,33079
202248_007_edited.swc,21312,pyramidal,True,1.0,1.0,1.0,0,1964,19331
202248_008_edited.swc,18452,pyramidal,True,1.0,1.0,1.0,1809,796,15836
202248_009_edited.swc,12469,pyramidal,True,1.0,1.0,1.0,1565,832,10065
202248_010_edited.swc,88120,pyramidal,True,1.0,1.0,1.0,0,4021,84088
202248_011_edited.swc,82341,pyramidal,True,1.0,1.0,1.0,0,2581,79745
202248_014_edited.swc,36596,pyramidal,True,1.0,1.0,1.0,0,4071,32507
202248_016_edited.swc,14839,pyramidal,True,1.0,1.0,1.0,1553,1035,12244
202248_018_edited.swc,14799,pyramidal,True,1.0,1.0,1.0,1810,2011,10975
202248_019_edited.swc,8697,pyramidal,True,0.5159,0.6369,0.8641,1181,715,6794
202248_020_edited.swc,33729,pyramidal,True,1.0,1.0,1.0,0,1319,32409
202248_023_edited.swc,4011,pyramidal,True,1.0,1.0,1.0,1954,710,1346
202249_002_edited.swc,22245,pyramidal,True,1.0,1.0,1.0,0,1023,21218
202249_003_edited.swc,6165,pyramidal,True,1.0,1.0,1.0,0,556,5607
202249_005_edited.swc,58625,pyramidal,True,1.0,1.0,1.0,2789,2220,53614
202249_006_edited.swc,71048,pyramidal,True,1.0,1.0,1.0,2390,1695,66962
202249_007_edited.swc,26141,pyramidal,True,1.0,1.0,1.0,1465,1055,23617
202249_008_edited.swc,24715,pyramidal,True,1.0,1.0,1.0,1804,1016,21887
202249_011_edited.swc,17644,pyramidal,True,1.0,1.0,1.0,1933,1061,14644
202249_012_edited.swc,40694,pyramidal,True,1.0,1.0,1.0,0,2909,37776
202249_013_edited.swc,61684,pyramidal,True,1.0,1.0,1.0,0,2146,59534
202249_014_edited.swc,33233,pyramidal,True,1.0,1.0,1.0,1848,1474,29906
202249_015_edited.swc,33834,pyramidal,True,0.6245,0.7184,0.9874,427,1476,31929
202249_017_edited.swc,25345,pyramidal,True,1.0,1.0,1.0,1749,746,22844
202249_020_edited.swc,13358,pyramidal,True,1.0,1.0,1.0,0,930,12427
202250_001_edited.swc,28466,pyramidal,True,1.0,1.0,1.0,1674,869,25922
202250_003_edited.swc,11898,pyramidal,True,1.0,1.0,1.0,1379,873,9645
202250_004_edited.swc,30531,pyramidal,True,1.0,1.0,1.0,1382,1060,28088
202250_007_edited.swc,16084,pyramidal,True,1.0,1.0,1.0,2390,1813,11878
202250_019_edited.swc,4493,pyramidal,True,1.0,1.0,1.0,1219,715,2557
202251_031_edited.swc,14983,pyramidal,True,1.0,1.0,1.0,0,1442,13540
202251_032_edited.swc,13612,pyramidal,True,0.7223,0.7917,0.9399,1677,392,11542
202251_034_edited.swc,22589,pyramidal,True,1.0,1.0,1.0,1329,1045,20214
202252_001_edited.swc,48744,pyramidal,True,1.0,1.0,1.0,0,2531,46212
202252_002_edited.swc,25003,pyramidal,True,0.6466,0.735,0.9775,563,4398,20040
202252_003_edited.swc,24673,pyramidal,True,1.0,1.0,1.0,2141,1201,21330
202252_004_edited.swc,25228,pyramidal,True,1.0,1.0,1.0,1733,1143,22350
202252_005_edited.swc,41020,pyramidal,True,1.0,1.0,1.0,1891,5745,33383
202252_006_edited.swc,31045,pyramidal,True,1.0,1.0,1.0,2499,1159,27386
202252_007_edited.swc,24544,pyramidal,True,1.0,1.0,1.0,2766,791,20986
202252_008_edited.swc,20742,pyramidal,True,1.0,1.0,1.0,1951,1011,17779
202252_009_edited.swc,10325,pyramidal,True,1.0,1.0,1.0,1588,1036,7700
202252_010_edited.swc,11173,pyramidal,True,1.0,1.0,1.0,1546,1050,8576
202252_011_edited.swc,68446,pyramidal,True,0.5851,0.6888,0.988,820,1266,66359
202252_012_edited.swc,42856,pyramidal,True,1.0,1.0,1.0,0,2104,40750
202252_013_edited.swc,30464,pyramidal,True,1.0,1.0,1.0,0,2574,27889
202252_014_edited.swc,53355,pyramidal,True,1.0,1.0,1.0,0,1523,51831
202252_015_edited.swc,16734,pyramidal,True,1.0,1.0,1.0,0,1406,15327
202271_130_edited.swc,58108,pyramidal,True,1.0,1.0,1.0,3339,1414,53354
202271_141_edited.swc,64088,pyramidal,True,1.0,1.0,1.0,0,3767,60320
202271_143_edited.swc,23552,pyramidal,True,1.0,1.0,1.0,1993,1124,20434
202271_145_edited.swc,11926,pyramidal,True,1.0,1.0,1.0,1747,747,9431
202271_167_edited.swc,27519,pyramidal,True,1.0,1.0,1.0,0,1658,25859
202271_170_edited.swc,24339,pyramidal,True,1.0,1.0,1.0,0,1059,23279
202271_171_edited.swc,78583,pyramidal,True,0.9999,0.9999,1.0,3077,2033,73472
202271_173_edited.swc,21184,pyramidal,True,1.0,1.0,1.0,1902,707,18573
202271_177_edited.swc,65706,pyramidal,True,1.0,1.0,1.0,0,2600,63105
202271_179_edited.swc,22142,pyramidal,True,1.0,1.0,1.0,0,1870,20270
202271_180_edited.swc,34721,pyramidal,True,1.0,1.0,1.0,0,1578,33141
202272_003_edited.swc,26455,pyramidal,True,1.0,1.0,1.0,0,1670,24784
202272_102_edited.swc,43119,pyramidal,True,1.0,1.0,1.0,2420,1601,39097
202272_106_edited.swc,24948,pyramidal,True,1.0,1.0,1.0,1701,861,22385
202273_053_edited.swc,8342,pyramidal,True,1.0,1.0,1.0,1185,218,6938
202273_055_edited.swc,41730,pyramidal,True,1.0,1.0,1.0,0,2566,39163
202274_092_edited.swc,35070,pyramidal,True,0.7632,0.8224,0.9628,3005,854,31208
202274_097_edited.swc,13160,pyramidal,True,1.0,1.0,1.0,0,2232,10927
202274_126_edited.swc,8387,pyramidal,True,1.0,1.0,1.0,0,2891,5495
202392_001_edited.swc,34301,pyramidal,True,1.0,1.0,1.0,1039,989,32239
202392_002_edited.swc,62170,pyramidal,True,1.0,1.0,1.0,2301,1898,57956
202393_002_edited.swc,59225,pyramidal,True,1.0,1.0,1.0,3309,1640,54255
202396_025_edited.swc,29642,pyramidal,True,0.6429,0.7322,0.9661,1004,6543,22029
202396_032_edited.swc,25638,pyramidal,True,0.9613,0.971,0.993,2343,1092,22173
202396_035_edited.swc,48891,pyramidal,True,1.0,1.0,1.0,1776,1104,45999
202396_038_edited.swc,48372,pyramidal,True,1.0,1.0,1.0,1817,1321,45208
202396_041_edited.swc,40113,pyramidal,True,0.9085,0.9314,0.9878,2422,1267,36408
202396_044_edited.swc,27027,pyramidal,True,1.0,1.0,1.0,2173,1932,22901
202399_001_edited.swc,60797,pyramidal,True,1.0,1.0,1.0,2720,3249,54810
202399_002_edited.swc,20204,pyramidal,True,1.0,1.0,1.0,1944,1321,16929
202399_003_edited.swc,15413,pyramidal,True,0.4977,0.6232,0.9414,903,439,14063
202399_006_edited.swc,11612,pyramidal,True,1.0,1.0,1.0,1085,570,9953
202399_010_edited.swc,54408,pyramidal,True,1.0,1.0,1.0,1862,2019,50514
202399_012_edited.swc,47774,pyramidal,True,1.0,1.0,1.0,2648,1605,43517
202399_034_edited.swc,41403,pyramidal,True,1.0,1.0,1.0,0,1428,39970
202400_003_edited.swc,34399,pyramidal,True,1.0,1.0,1.0,1713,796,31849
202400_005_edited.swc,53236,pyramidal,True,1.0,1.0,1.0,3090,1618,48451
202400_008_edited.swc,18099,pyramidal,True,1.0,1.0,1.0,1308,1163,15622
202400_009_edited.swc,95929,pyramidal,True,1.0,1.0,1.0,2606,2323,90987
202400_023_edited.swc,34123,pyramidal,True,1.0,1.0,1.0,1847,998,31273
202400_030_edited.swc,15809,pyramidal,True,1.0,1.0,1.0,2286,1003,12513
202400_032_edited.swc,23125,pyramidal,True,0.5993,0.6995,0.974,601,1187,21329
202400_042_edited.swc,23715,pyramidal,True,1.0,1.0,1.0,1335,1379,20986
202400_043_edited.swc,59515,pyramidal,True,1.0,1.0,1.0,0,3141,56364
202400_049_edited.swc,14459,pyramidal,True,1.0,1.0,1.0,1651,985,11817
202400_050_edited.swc,19212,pyramidal,True,0.4764,0.3176,0.91,0,1727,17466
202400_052_edited.swc,34671,pyramidal,True,1.0,1.0,1.0,1930,1244,31485
202400_117_edited.swc,21137,pyramidal,True,1.0,1.0,1.0,1410,829,18890
202400_120_edited.swc,66020,pyramidal,True,1.0,1.0,1.0,3608,1593,60811
202401_203_edited.swc,43164,pyramidal,True,1.0,1.0,1.0,2416,1369,39378
202401_206_edited.swc,70508,pyramidal,True,1.0,1.0,1.0,2687,1596,66224
202401_211_edited.swc,33238,pyramidal,True,1.0,1.0,1.0,1736,601,30900
202401_212_edited.swc,30416,pyramidal,True,1.0,1.0,1.0,1888,688,27839
202401_222_edited.swc,20058,pyramidal,True,1.0,1.0,1.0,1994,1011,17052
202401_223_edited.swc,13819,pyramidal,True,1.0,1.0,1.0,1757,1081,10980
202401_225_edited.swc,83508,pyramidal,True,1.0,1.0,1.0,2484,1545,79478
202401_226_edited.swc,18387,pyramidal,True,0.6775,0.785,0.8978,0,656,17730
202401_227_edited.swc,38685,pyramidal,True,1.0,1.0,1.0,2853,2103,33728
202401_228_edited.swc,18151,pyramidal,True,1.0,1.0,1.0,2780,465,14905
202401_229_edited.swc,63673,pyramidal,True,1.0,1.0,1.0,2061,2103,59508
202404_036_edited.swc,21843,pyramidal,True,1.0,1.0,1.0,2188,1322,18332
202404_038_edited.swc,95209,pyramidal,True,0.8954,0.9303,0.9834,0,4570,90635
202404_041_edited.swc,53487,pyramidal,True,0.951,0.9632,0.9928,4031,1778,47677
202404_042_edited.swc,62281,pyramidal,True,1.0,1.0,1.0,3255,2562,56463
202404_043_edited.swc,43559,pyramidal,True,1.0,1.0,1.0,2529,1758,39266
202404_044_edited.swc,28886,pyramidal,True,0.9675,0.9756,0.9939,3103,1199,24583
202404_045_edited.swc,18201,pyramidal,True,1.0,1.0,1.0,2732,1717,13751
202405_001_edited.swc,113277,pyramidal,True,1.0,1.0,1.0,0,3239,110037
202405_004_edited.swc,65357,pyramidal,True,1.0,1.0,1.0,3273,1620,60463
202405_008_edited.swc,52977,pyramidal,True,1.0,1.0,1.0,2998,975,49003
202405_013_edited.swc,72985,pyramidal,True,1.0,1.0,1.0,0,2174,70809
202405_016_edited.swc,21298,pyramidal,True,1.0,1.0,1.0,1372,851,19074
202409_001_edited.swc,60887,pyramidal,True,1.0,1.0,1.0,0,3221,57665
202409_002_edited.swc,24776,pyramidal,True,1.0,1.0,1.0,0,1677,23098
202409_003_edited.swc,23409,pyramidal,True,1.0,1.0,1.0,0,906,22502
202409_006_edited.swc,14392,pyramidal,True,1.0,1.0,1.0,1985,930,11475
202409_007_edited.swc,18881,pyramidal,True,1.0,1.0,1.0,1504,936,16440
202409_011_edited.swc,21072,pyramidal,True,1.0,1.0,1.0,2181,981,17909
202410_002_edited.swc,27576,pyramidal,True,1.0,1.0,1.0,0,1449,26126
202410_003_edited.swc,10278,pyramidal,True,1.0,1.0,1.0,0,1183,9094
202410_007_edited.swc,20007,pyramidal,True,1.0,1.0,1.0,2236,1028,16742
202410_008_edited.swc,18551,pyramidal,True,1.0,1.0,1.0,2774,1752,14024
202410_009_edited.swc,9216,pyramidal,True,1.0,1.0,1.0,2470,1233,5512
202410_011_edited.swc,46236,pyramidal,True,1.0,1.0,1.0,0,1803,44432
202410_012_edited.swc,18361,pyramidal,True,1.0,1.0,1.0,2034,1164,15162
202410_013_edited.swc,13444,pyramidal,True,1.0,1.0,1.0,2056,1350,10037
202410_017_edited.swc,26447,pyramidal,True,1.0,1.0,1.0,0,1066,25380
202411_004_edited.swc,17173,pyramidal,True,1.0,1.0,1.0,3534,393,13242
202411_005_edited.swc,20603,pyramidal,True,1.0,1.0,1.0,0,926,19676
202411_007_edited.swc,18419,pyramidal,True,1.0,1.0,1.0,2142,427,15849
202411_008_edited.swc,12788,pyramidal,True,1.0,1.0,1.0,1657,786,10344
202411_010_edited.swc,25553,pyramidal,True,1.0,1.0,1.0,0,1375,24177
202411_011_edited.swc,23634,pyramidal,True,1.0,1.0,1.0,0,1414,22217
202411_012_edited.swc,15817,pyramidal,True,1.0,1.0,1.0,1716,928,13172
202411_013_edited.swc,27361,pyramidal,True,1.0,1.0,1.0,0,1273,26087
202411_017_edited.swc,15041,pyramidal,True,1.0,1.0,1.0,2007,1315,11718
202411_019_edited.swc,18869,pyramidal,True,1.0,1.0,1.0,0,2674,16194
202411_020_edited.swc,7456,pyramidal,True,1.0,1.0,1.0,0,809,6646
202411_022_edited.swc,46704,pyramidal,True,1.0,1.0,1.0,0,1853,44848
202413_058_edited.swc,51411,pyramidal,True,1.0,1.0,1.0,1583,366,49460
202054_004_edited.swc,38417,pyramidal,True,0.8907,0.9272,0.93,0,7492,30915
202054_008_edited.swc,19059,pyramidal,True,1.0,1.0,1.0,0,1867,17180
202054_009_edited.swc,37107,pyramidal,True,0.5567,0.6675,0.9751,925,939,35232
202054_010_edited.swc,17276,pyramidal,True,0.5374,0.653,0.9402,1033,815,15420
202054_011_edited.swc,10452,pyramidal,True,1.0,1.0,1.0,0,4136,6295
202054_012_edited.swc,14929,pyramidal,True,1.0,1.0,1.0,1488,770,12662
202402_001_edited.swc,76773,pyramidal,True,1.0,1.0,1.0,2106,2524,72142
202402_002_edited.swc,25965,pyramidal,True,1.0,1.0,1.0,1829,897,23238
202402_012_edited.swc,29722,pyramidal,True,1.0,1.0,1.0,1355,1370,26990
202402_013_edited.swc,20745,pyramidal,True,1.0,1.0,1.0,1575,831,18335
202402_014_edited.swc,27185,pyramidal,True,0.7218,0.7913,0.7987,2374,1151,23656
202402_015_edited.swc,40277,pyramidal,True,1.0,1.0,1.0,2064,767,37444
202402_016_edited.swc,15991,pyramidal,True,1.0,1.0,1.0,1565,676,13749
202402_017_edited.swc,40036,pyramidal,True,1.0,1.0,1.0,2208,615,37211
202402_025_edited.swc,52984,pyramidal,True,0.5245,0.6434,0.9672,1736,1167,50080
202402_027_edited.swc,16068,pyramidal,True,1.0,1.0,1.0,0,1884,14182
202402_032_edited.swc,9544,pyramidal,True,1.0,1.0,1.0,1425,423,7695
202402_054_edited.swc,42176,pyramidal,True,1.0,1.0,1.0,2993,1681,37501
202402_056_edited.swc,40630,pyramidal,True,1.0,1.0,1.0,3742,1966,34921
202402_057_edited.swc,58954,pyramidal,True,1.0,1.0,1.0,3929,1636,53387
202403_040_edited.swc,47352,pyramidal,True,0.7994,0.8663,0.9465,0,4427,42917
202403_041_edited.swc,43129,pyramidal,True,1.0,1.0,1.0,0,2672,40456
202403_090_edited.swc,24244,pyramidal,True,1.0,1.0,1.0,1980,1137,21124
202403_106_edited.swc,3038,pyramidal,True,1.0,1.0,1.0,0,1198,1838
